2.330000E-02           1        1000
0.000000 4.000000
0.000000 10.000000
0.000000 7.000000
1.000000 7.000000
0.000000 3.000000
2.000000 3.000000
0.000000 6.000000
0.000000 7.000000
0.000000 5.000000
0.000000 5.000000
0.000000 6.000000
0.000000 6.000000
0.000000 6.000000
0.000000 9.000000
0.000000 7.000000
1.000000 7.000000
1.000000 5.000000
2.000000 5.000000
1.000000 4.000000
4.000000 7.000000
4.000000 5.000000
3.000000 6.000000
4.000000 6.000000
4.000000 3.000000
9.000000 7.000000
17.000000 13.000000
27.000000 19.000000
48.000000 14.000000
115.000000 20.000000
300.000000 37.000000
907.000000 122.000000
2780.000000 348.000000
9481.000000 1070.000000
28237.000000 2905.000000
58761.000000 6620.000000
72745.000000 11176.000000
56822.000000 14949.000000
33316.000000 17626.000000
17401.000000 18520.000000
8900.000000 19106.000000
4917.000000 19613.000000
3501.000000 19644.000000
2914.000000 20025.000000
2999.000000 19824.000000
3312.000000 20318.000000
3655.000000 20008.000000
3528.000000 20325.000000
3513.000000 20098.000000
3307.000000 20489.000000
2831.000000 20356.000000
2311.000000 20555.000000
1687.000000 20705.000000
1257.000000 20503.000000
1113.000000 20462.000000
1007.000000 20767.000000
880.000000 20078.000000
689.000000 20643.000000
581.000000 20307.000000
519.000000 20684.000000
483.000000 19839.000000
451.000000 20063.000000
395.000000 20117.000000
322.000000 19724.000000
270.000000 19810.000000
239.000000 19661.000000
225.000000 19554.000000
179.000000 19499.000000
192.000000 19387.000000
186.000000 19376.000000
148.000000 19201.000000
176.000000 19026.000000
151.000000 18935.000000
126.000000 18859.000000
117.000000 18793.000000
119.000000 18809.000000
114.000000 18553.000000
81.000000 18522.000000
107.000000 18587.000000
95.000000 18469.000000
94.000000 18102.000000
92.000000 18298.000000
85.000000 17911.000000
90.000000 18073.000000
89.000000 17819.000000
72.000000 17990.000000
97.000000 17581.000000
84.000000 17782.000000
84.000000 17441.000000
64.000000 17412.000000
76.000000 17452.000000
78.000000 17335.000000
82.000000 16993.000000
69.000000 17092.000000
77.000000 17162.000000
74.000000 17171.000000
61.000000 16971.000000
95.000000 16859.000000
86.000000 16621.000000
86.000000 16456.000000
71.000000 16252.000000
86.000000 16354.000000
70.000000 16461.000000
71.000000 16550.000000
63.000000 15921.000000
68.000000 16188.000000
60.000000 16104.000000
63.000000 15902.000000
80.000000 15861.000000
60.000000 16012.000000
64.000000 15725.000000
67.000000 15644.000000
77.000000 15415.000000
53.000000 15672.000000
77.000000 15310.000000
56.000000 15777.000000
51.000000 15242.000000
61.000000 15275.000000
40.000000 14983.000000
65.000000 15053.000000
41.000000 14807.000000
45.000000 15178.000000
39.000000 14921.000000
39.000000 14696.000000
29.000000 14426.000000
44.000000 14508.000000
26.000000 14666.000000
35.000000 14485.000000
