2.330000E-02           1        1000
0.000000 2.000000
0.000000 2.000000
0.000000 1.000000
1.000000 3.000000
0.000000 3.000000
2.000000 1.000000
0.000000 2.000000
0.000000 3.000000
0.000000 1.000000
0.000000 1.000000
0.000000 2.000000
0.000000 0.000000
0.000000 4.000000
0.000000 1.000000
0.000000 3.000000
1.000000 2.000000
1.000000 5.000000
2.000000 3.000000
1.000000 4.000000
4.000000 4.000000
4.000000 3.000000
3.000000 7.000000
4.000000 2.000000
4.000000 3.000000
9.000000 11.000000
17.000000 8.000000
27.000000 9.000000
48.000000 11.000000
115.000000 22.000000
300.000000 50.000000
907.000000 108.000000
2780.000000 303.000000
9481.000000 927.000000
28237.000000 2895.000000
58761.000000 6509.000000
72745.000000 11498.000000
56822.000000 15879.000000
33316.000000 18551.000000
17401.000000 20102.000000
8900.000000 20325.000000
4917.000000 20434.000000
3501.000000 20587.000000
2914.000000 20687.000000
2999.000000 20176.000000
3312.000000 20376.000000
3655.000000 20298.000000
3528.000000 20580.000000
3513.000000 20335.000000
3307.000000 20819.000000
2831.000000 20298.000000
2311.000000 20623.000000
1687.000000 20099.000000
1257.000000 20510.000000
1113.000000 20124.000000
1007.000000 20365.000000
880.000000 19885.000000
689.000000 19945.000000
581.000000 19805.000000
519.000000 19810.000000
483.000000 19439.000000
451.000000 19403.000000
395.000000 19472.000000
322.000000 19522.000000
270.000000 19391.000000
239.000000 19120.000000
225.000000 19126.000000
179.000000 18875.000000
192.000000 18559.000000
186.000000 18799.000000
148.000000 18717.000000
176.000000 18509.000000
151.000000 18121.000000
126.000000 18162.000000
117.000000 18187.000000
119.000000 18063.000000
114.000000 17799.000000
81.000000 17918.000000
107.000000 17739.000000
95.000000 17854.000000
94.000000 17473.000000
92.000000 17505.000000
85.000000 17285.000000
90.000000 17364.000000
89.000000 17068.000000
72.000000 17234.000000
97.000000 16905.000000
84.000000 17319.000000
84.000000 16502.000000
64.000000 16695.000000
76.000000 16863.000000
78.000000 16715.000000
82.000000 16249.000000
69.000000 16297.000000
77.000000 16101.000000
74.000000 16168.000000
61.000000 15946.000000
95.000000 16084.000000
86.000000 16187.000000
86.000000 15763.000000
71.000000 16086.000000
86.000000 15823.000000
70.000000 15671.000000
71.000000 15639.000000
63.000000 15072.000000
68.000000 15399.000000
60.000000 15293.000000
63.000000 15076.000000
80.000000 14890.000000
60.000000 14994.000000
64.000000 15055.000000
67.000000 14925.000000
77.000000 14776.000000
53.000000 14741.000000
77.000000 14567.000000
56.000000 14661.000000
51.000000 14402.000000
61.000000 14424.000000
40.000000 14209.000000
65.000000 14502.000000
41.000000 14161.000000
45.000000 14281.000000
39.000000 14030.000000
39.000000 14162.000000
29.000000 13828.000000
44.000000 14093.000000
26.000000 14000.000000
